location,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20200210T1100,8.280529,70.0,48.502567,264.03552
20200210T1200,8.380529,67.0,48.015144,265.70013
20200210T1300,8.490529,63.0,42.699093,264.19327
20200210T1400,8.820529,60.0,39.763298,264.80557
20200210T1500,8.770529,60.0,35.281837,261.78723
20200210T1600,9.570529,57.0,28.766228,261.36285
20200210T1700,9.390529,59.0,23.241617,253.81079
20200210T1800,8.160529,75.0,20.380579,252.52524
20200210T1900,9.830529,66.0,41.3248,251.7229
20200210T2000,9.430529,67.0,50.566864,257.24997
20200210T2100,9.0505295,68.0,51.782467,255.09424
20200210T2200,8.590529,69.0,56.19922,258.5461
20200210T2300,7.9905286,71.0,56.054897,261.5056
20200211T0000,7.7005286,71.0,54.45647,266.58905
20200211T0100,6.9105287,76.0,51.27315,265.57043
20200211T0200,6.6605287,75.0,49.68,270.0
20200211T0300,6.0605288,74.0,52.204964,270.79022
20200211T0400,5.2105284,78.0,49.50883,275.00583
20200211T0500,4.6405287,76.0,47.32597,274.79984
20200211T0600,4.0905285,80.0,39.966484,271.03226
20200211T0700,4.0305285,79.0,39.26641,267.89835
20200211T0800,3.8605285,79.0,38.90666,267.8789
20200211T0900,4.3505287,75.0,40.377815,266.93353
20200211T1000,5.040529,72.0,39.32083,266.3255
20200211T1100,6.0905285,67.0,40.449966,265.40576
20200211T1200,6.3905287,68.0,40.633778,262.875
20200211T1300,7.0205283,75.0,33.487743,268.768
20200211T1400,7.8605285,70.0,36.376038,271.70135
20200211T1500,7.3305287,69.0,38.64764,279.11136
20200211T1600,7.1805286,63.0,40.315178,280.80823
20200211T1700,6.540529,62.0,36.57501,276.21564
20200211T1800,5.5605288,66.0,30.248568,271.36392
20200211T1900,5.0205283,70.0,25.982424,266.0275
20200211T2000,4.7505283,71.0,25.86494,261.1932
20200211T2100,4.8305287,69.0,29.268686,265.0608
20200211T2200,4.6605287,69.0,29.215502,266.4677
20200211T2300,4.3505287,71.0,29.522196,270.6987
20200212T0000,4.290529,76.0,28.1169,267.06433
20200212T0100,4.1905284,77.0,25.922499,269.20428
20200212T0200,3.7705286,74.0,24.522316,266.63354
20200212T0300,3.3905284,72.0,27.0,270.0
20200212T0400,2.9605286,74.0,25.942488,267.61407
20200212T0500,2.6305285,75.0,25.764534,262.7757
20200212T0600,2.3305285,79.0,22.702845,255.30269
20200212T0700,2.4505286,79.0,21.325253,248.1986
20200212T0800,2.6205285,79.0,22.884789,250.70996
20200212T0900,3.5205286,73.0,26.654589,253.52313
20200212T1000,4.4105287,67.0,29.337238,255.79324
20200212T1100,4.4005284,66.0,30.85307,258.55896
20200212T1200,4.5905285,66.0,31.355152,257.39984
20200212T1300,6.6405287,65.0,32.048088,255.02713
20200212T1400,7.3605285,59.0,34.22841,255.37914
20200212T1500,7.3605285,59.0,33.27031,256.86597
20200212T1600,6.9905286,59.0,30.096085,263.13
20200212T1700,6.7505283,61.0,26.121714,262.875
20200212T1800,5.9405284,65.0,20.431387,255.7189
20200212T1900,5.8905287,66.0,18.455048,249.44395
20200212T2000,5.7005286,68.0,16.92383,246.16125
20200212T2100,5.4505286,69.0,14.081477,237.52881
20200212T2200,4.9405284,71.0,12.88981,234.09029
20200212T2300,4.020529,75.0,11.246759,219.80557
20200213T0000,3.4505286,76.0,10.086427,214.8245
20200213T0100,2.8805285,78.0,7.9526596,185.19443
20200213T0200,1.7205287,83.0,8.427383,160.01689
20200213T0300,1.5105287,84.0,8.14587,135.0
20200213T0400,2.3805285,77.0,9.793059,126.027374
20200213T0500,3.2005286,69.0,9.957108,130.60129
20200213T0600,3.0805285,71.0,11.019764,128.36748
20200213T0700,3.7805285,61.0,10.97262,138.9909
20200213T0800,3.9905286,55.0,12.819235,141.84277
20200213T0900,5.5905285,43.0,15.496736,177.337
20200213T1000,6.7505283,43.0,17.651016,168.2317
20200213T1100,9.170529,35.0,29.574827,211.56181
20200213T1200,10.240529,42.0,30.563978,226.90915
20200213T1300,10.3005295,35.0,28.220419,209.83554
20200213T1400,9.650529,55.0,43.322826,222.30573
20200213T1500,10.810529,58.0,37.10795,230.90614
20200213T1600,11.100529,60.0,35.406506,227.06012
20200213T1700,10.100529,67.0,35.309376,230.7928
20200213T1800,9.890529,81.0,27.792374,253.44293
20200213T1900,9.250529,72.0,38.592266,255.96376
20200213T2000,8.510529,71.0,40.64175,251.40457
20200213T2100,7.7405286,77.0,44.631287,250.68814
20200213T2200,7.4905286,75.0,42.242897,252.64598
20200213T2300,7.1605287,77.0,41.560905,255.96376
20200214T0000,7.3405285,79.0,42.77794,263.23383
20200214T0100,6.5905285,82.0,37.44,270.0
20200214T0200,5.9505286,83.0,33.857227,268.17203
20200214T0300,5.8305287,83.0,30.960001,270.0
20200214T0400,5.6005287,84.0,29.519999,270.0
20200214T0500,5.4705286,84.0,26.319422,266.86365
20200214T0600,5.4505286,84.0,24.144165,267.43622
20200214T0700,5.1305285,84.0,23.97989,262.23483
20200214T0800,5.1105285,83.0,21.479666,256.42957
20200214T0900,5.9505286,79.0,22.862125,262.7631
20200214T1000,6.9905286,75.0,24.881702,266.68222
20200214T1100,7.7505283,72.0,23.803596,266.53177
20200214T1200,8.740529,71.0,24.122683,269.1449
20200214T1300,9.420529,71.0,23.803596,273.46823
20200214T1400,9.460529,70.0,21.707731,275.7106
20200214T1500,9.410529,71.0,20.163212,271.02304
20200214T1600,9.320529,72.0,18.03237,266.56638
20200214T1700,9.230529,73.0,14.05845,256.67548
20200214T1800,8.530529,72.0,11.792404,257.66092
20200214T1900,7.5505285,75.0,8.707238,262.875
20200214T2000,7.0805287,75.0,5.6920996,251.56506
20200214T2100,6.540529,75.0,6.4799995,180.0
20200214T2200,5.7205286,78.0,8.225035,156.8014
20200214T2300,5.3105288,81.0,5.1165614,140.71059
20200215T0000,4.8505287,84.0,4.510787,118.61046
20200215T0100,4.4105287,85.0,5.315336,118.30075
20200215T0200,4.2305284,85.0,5.3517847,132.27368
20200215T0300,4.3405285,83.0,5.3517847,132.27368
20200215T0400,4.2305284,83.0,5.634891,116.56505
20200215T0500,3.8105285,85.0,6.193674,125.537674
20200215T0600,3.7405286,85.0,5.6233797,129.80557
20200215T0700,3.6505284,85.0,6.696387,126.25384
20200215T0800,3.4905286,85.0,7.729527,117.75854
20200215T0900,3.9305286,84.0,6.9527545,111.2505
20200215T1000,5.9905286,81.0,6.830519,108.434944
20200215T1100,7.9105287,74.0,3.6179552,95.71059
20200215T1200,9.430529,65.0,0.0,180.0
20200215T1300,10.850529,60.0,3.6179552,95.71059
20200215T1400,12.040529,57.0,6.489992,109.44003
20200215T1500,13.200529,54.0,7.968939,108.434944
20200215T1600,13.730529,54.0,6.130579,93.366455
20200215T1700,13.440529,58.0,4.32,89.99999
20200215T1800,13.220529,54.0,8.435069,140.19443
20200215T1900,9.570529,49.0,12.959999,180.0
20200215T2000,9.430529,45.0,13.084402,172.09283
20200215T2100,10.310529,39.0,11.457958,133.72697
20200215T2200,11.450529,37.0,8.714677,141.70984
20200215T2300,12.360529,40.0,6.439876,206.56505
20200216T0000,11.660529,47.0,5.0142193,248.9625
20200216T0100,10.760529,48.0,5.506941,191.30994
20200216T0200,10.250529,47.0,2.5455842,225.0
20200216T0300,10.160529,47.0,6.5693827,170.53767
20200216T0400,9.480529,49.0,8.12197,192.80426
20200216T0500,10.270529,47.0,6.9899354,168.11134
20200216T0600,10.790529,47.0,7.729527,152.24146
20200216T0700,10.620529,50.0,9.885262,169.50853
20200216T0800,10.870529,49.0,9.565437,160.20113
20200216T0900,11.920529,45.0,9.826088,171.57303
20200216T1000,13.530529,41.0,10.739833,193.57043
20200216T1100,15.900529,35.0,19.576189,212.22876
20200216T1200,16.95053,32.0,24.912935,217.36667
20200216T1300,16.690529,38.0,14.241629,196.14435
20200216T1400,17.04053,36.0,21.325253,201.8014
20200216T1500,17.940529,34.0,21.385939,216.09828
20200216T1600,17.680529,33.0,28.775238,223.47923
20200216T1700,16.37053,43.0,24.458813,222.61406
20200216T1800,14.530529,54.0,17.477621,212.38068
20200216T1900,13.790529,58.0,17.906157,210.17352
20200216T2000,13.690529,57.0,21.889065,216.3045
20200216T2100,13.180529,58.0,24.442913,223.80652
20200216T2200,12.690529,59.0,20.073025,212.55
20200216T2300,12.430529,59.0,21.889065,216.3045
20200217T0000,12.390529,56.0,17.713316,217.56859
20200217T0100,12.600529,53.0,13.18308,214.99202
20200217T0200,12.440529,52.0,12.181625,198.97041
20200217T0300,11.520529,58.0,16.299694,210.52971
20200217T0400,11.890529,58.0,15.575981,213.69006
20200217T0500,11.730529,60.0,11.269782,206.56505
20200217T0600,11.380529,63.0,7.42159,202.83365
20200217T0700,11.090529,64.0,3.6,360.0
20200217T0800,10.560529,68.0,6.519877,353.65985
20200217T0900,10.170529,79.0,4.2136917,340.0169
20200217T1000,10.770529,81.0,3.219938,333.43497
20200217T1100,11.360529,80.0,6.638072,319.3987
20200217T1200,12.400529,75.0,6.489992,289.44003
20200217T1300,12.440529,77.0,17.388409,242.90445
20200217T1400,11.450529,86.0,22.427162,288.7258
20200217T1500,9.740529,80.0,24.280659,285.47864
20200217T1600,9.990529,81.0,21.611998,271.90915
20200217T1700,10.130529,77.0,16.394829,261.1582
20200217T1800,9.870529,75.0,19.0392,254.64987
20200217T1900,9.020529,73.0,19.694992,251.89624
20200217T2000,9.070529,77.0,20.957443,265.0729
20200217T2100,8.5505295,80.0,24.84,270.0
20200217T2200,8.0505295,76.0,22.33161,271.84763
20200217T2300,7.1005287,77.0,19.469976,266.8202
20200218T0000,6.5505285,80.0,16.167967,258.43988
20200218T0100,6.3105288,79.0,17.227419,259.1597
20200218T0200,5.8105288,82.0,18.448023,264.40067
20200218T0300,5.2305284,84.0,17.64,270.0
20200218T0400,4.8105288,82.0,18.72346,271.1017
20200218T0500,4.3805285,82.0,18.374111,267.75427
20200218T0600,3.7605286,84.0,15.815435,258.17853
20200218T0700,3.6005285,83.0,15.827721,252.80145
20200218T0800,3.3605285,82.0,15.379206,249.44395
20200218T0900,4.4005284,77.0,18.161278,256.23923
20200218T1000,5.5505285,72.0,20.957443,265.0729
20200218T1100,6.3005285,67.0,21.602999,269.04517
20200218T1200,6.6305285,66.0,21.626984,272.8624
20200218T1300,9.270529,54.0,18.416384,274.48462
20200218T1400,9.630529,51.0,20.275383,276.1155
20200218T1500,9.540529,50.0,21.96,280.38885
20200218T1600,9.3005295,49.0,20.721119,277.98932
20200218T1700,8.850529,49.0,17.283749,271.19348
20200218T1800,7.7005286,54.0,11.885453,268.26428
20200218T1900,6.6005287,58.0,9.659814,243.43495
20200218T2000,5.4905286,63.0,10.195057,227.86241
20200218T2100,4.7705283,68.0,10.464797,220.8151
20200218T2200,4.8605285,68.0,10.703569,222.27368
20200218T2300,5.2305284,68.0,12.313894,232.12502
20200219T0000,5.3005285,70.0,14.277983,236.30994
20200219T0100,5.5205283,70.0,14.081477,237.52881
20200219T0200,5.9105287,69.0,16.434305,241.18921
20200219T0300,6.1605287,73.0,22.206486,250.09625
20200219T0400,5.6105285,77.0,24.933735,252.34988
20200219T0500,5.1005287,77.0,25.455843,241.26021
20200219T0600,5.0205283,77.0,28.079998,247.38013
20200219T0700,4.5305285,80.0,31.883888,244.59229
20200219T0800,4.4005284,79.0,30.737339,251.56506
20200219T0900,5.2205286,78.0,32.335934,258.43988
20200219T1000,5.4705286,76.0,33.190357,273.7314
20200219T1100,5.6405287,72.0,30.302078,279.57422
20200219T1200,5.8205285,68.0,30.222849,282.38077
20200219T1300,6.4705286,65.0,30.911821,284.84546
20200219T1400,7.2505283,59.0,30.633865,289.92557
20200219T1500,7.3405285,58.0,27.558228,289.85522
20200219T1600,7.3105288,57.0,24.627787,285.25513
20200219T1700,6.8505287,60.0,19.917469,276.22583
20200219T1800,6.5305285,62.0,16.62249,265.03027
20200219T1900,6.040529,67.0,13.049689,245.55606
20200219T2000,5.0805287,73.0,10.44,226.39719
20200219T2100,4.6605287,76.0,10.086427,214.8245
20200219T2200,4.3405285,76.0,10.464797,206.56505
20200219T2300,4.7805285,74.0,8.854829,206.56505
20200220T0000,4.9105287,76.0,9.793059,233.97263
20200220T0100,4.6805286,78.0,11.457958,226.27303
20200220T0200,4.0705285,78.0,9.178235,205.55997
20200220T0300,3.9405286,77.0,6.130579,176.63354
20200220T0400,3.9605286,79.0,5.6920996,161.56505
20200220T0500,4.4605284,77.0,5.991594,147.26477
20200220T0600,4.9105287,75.0,5.8603754,137.48955
20200220T0700,4.790529,76.0,5.8603754,132.51044
20200220T0800,4.8105288,77.0,4.2136917,160.01689
20200220T0900,6.5005283,75.0,7.771331,256.6075
20200220T1000,7.7705283,70.0,16.75064,261.34747
20200220T1100,8.780529,66.0,16.394829,261.1582
20200220T1200,9.820529,63.0,16.575644,267.51044
20200220T1300,11.370529,61.0,9.746631,265.7636
20200220T1400,12.130529,58.0,10.799999,270.0
20200220T1500,13.030529,55.0,11.5199995,270.0
20200220T1600,13.310529,53.0,12.959999,270.0
20200220T1700,12.910529,54.0,10.464798,266.0548
20200220T1800,11.770529,55.0,9.83268,246.2505
20200220T1900,9.620529,61.0,10.195057,222.1376
20200220T2000,8.460529,66.0,11.183201,236.82149
20200220T2100,8.790529,57.0,13.5515,253.00919
20200220T2200,9.350529,57.0,17.76081,252.29958
20200220T2300,9.040529,64.0,21.129885,261.17963
20200221T0000,9.200529,66.0,27.181787,258.54126
20200221T0100,8.500529,75.0,28.71437,262.0731
20200221T0200,7.5805287,83.0,28.99062,294.97394
20200221T0300,6.1805286,64.0,17.935081,321.5198
20200221T0400,5.1505284,64.0,16.78156,305.3948
20200221T0500,4.2505283,71.0,13.779114,303.2749
20200221T0600,4.1305285,75.0,11.4862,302.19574
20200221T0700,3.0305285,75.0,8.534353,297.64597
20200221T0800,2.5005286,80.0,7.5685663,272.72632
20200221T0900,3.6605287,77.0,9.255571,283.49573
20200221T1000,4.7405286,69.0,10.163227,292.9321
20200221T1100,5.8105288,57.0,10.703569,289.6538
20200221T1200,6.7505283,50.0,10.587917,287.8189
20200221T1300,8.750529,46.0,11.901798,273.46823
20200221T1400,9.360529,41.0,13.363711,274.63547
20200221T1500,9.760529,39.0,13.039754,276.34018
20200221T1600,9.8005295,43.0,13.556282,280.71313
20200221T1700,9.380529,44.0,13.276144,282.5288
20200221T1800,8.270529,47.0,9.693296,291.8014
20200221T1900,7.3105288,51.0,6.9899354,281.88867
20200221T2000,6.9505286,51.0,5.315336,241.69925
20200221T2100,6.7605286,49.0,5.904439,217.5686
20200221T2200,5.8905287,53.0,6.9247384,207.89728
20200221T2300,3.9605286,63.0,8.427383,199.98311
20200222T0000,3.2705286,66.0,7.968939,198.43495
20200222T0100,2.8805285,67.0,8.350138,187.43141
20200222T0200,2.9205287,64.0,7.2,180.0
20200222T0300,3.2005286,60.0,5.8048253,172.87498
20200222T0400,3.5605285,57.0,5.495161,148.3925
20200222T0500,3.4405286,58.0,5.1165614,129.2894
20200222T0600,3.4505286,57.0,5.815978,111.80141
20200222T0700,3.4005284,52.0,5.04,89.99999
20200222T0800,3.2905285,53.0,5.0911684,135.0
20200222T0900,4.6005287,51.0,5.3517847,132.27368
20200222T1000,6.6105285,56.0,1.08,180.0
20200222T1100,9.610529,44.0,8.4042845,279.8658
20200222T1200,11.820529,35.0,19.770523,280.4915
20200222T1300,13.000529,43.0,17.81909,278.1301
20200222T1400,13.760529,41.0,22.782625,275.44034
20200222T1500,14.500529,38.0,22.346113,272.7702
20200222T1600,14.380529,37.0,21.24,270.0
20200222T1700,14.080529,38.0,18.888851,262.3332
20200222T1800,12.8005295,39.0,16.327497,255.96376
20200222T1900,11.950529,37.0,17.298738,257.98853
20200222T2000,11.450529,35.0,13.084402,262.09283
20200222T2100,11.190529,35.0,17.227419,259.1597
20200222T2200,11.120529,37.0,18.448023,264.40067
20200222T2300,10.970529,45.0,20.929596,266.0548
20200223T0000,10.700529,53.0,21.288757,266.1215
20200223T0100,10.170529,54.0,20.519999,270.0
20200223T0200,9.910529,58.0,19.08,270.0
20200223T0300,9.600529,60.0,19.829433,266.87787
20200223T0400,9.470529,64.0,20.883104,270.98776
20200223T0500,9.070529,71.0,18.36353,268.8767
20200223T0600,9.250529,72.0,16.62249,265.03027
20200223T0700,9.200529,74.0,13.324863,268.45184
20200223T0800,9.660529,75.0,13.084402,262.09283
20200223T0900,11.510529,69.0,15.683776,260.7539
20200223T1000,13.560529,63.0,21.188072,260.2176
20200223T1100,15.130529,60.0,27.0,270.0
20200223T1200,15.650529,61.0,32.431984,272.5448
20200223T1300,15.280529,54.0,36.0072,258.4654
20200223T1400,15.110529,60.0,37.457306,256.09732
20200223T1500,15.380529,61.0,36.785233,258.14023
20200223T1600,15.360529,60.0,36.58918,256.92087
20200223T1700,15.360529,55.0,34.417206,254.21925
20200223T1800,15.040529,52.0,32.587456,253.96767
20200223T1900,14.160529,53.0,31.355152,257.39984
20200223T2000,13.720529,54.0,31.782108,260.2176
20200223T2100,13.010529,61.0,31.912327,258.9436
20200223T2200,12.600529,64.0,31.983318,258.31064
20200223T2300,12.020529,70.0,30.430117,259.08887
20200224T0000,11.770529,74.0,29.834423,261.67435
20200224T0100,11.320529,79.0,27.698952,261.02737
20200224T0200,11.090529,80.0,26.042212,264.44702
20200224T0300,10.670529,83.0,23.78453,267.39743
20200224T0400,10.430529,84.0,22.33161,268.1524
20200224T0500,10.170529,85.0,19.829433,266.87787
20200224T0600,10.070529,85.0,15.745627,259.46082
20200224T0700,9.980529,84.0,13.138765,260.5377
20200224T0800,10.120529,82.0,10.661107,258.31064
20200224T0900,11.110529,77.0,10.239453,259.87534
20200224T1000,12.110529,74.0,7.5942073,264.5597
20200224T1100,13.680529,69.0,9.36,270.0
20200224T1200,15.100529,64.0,18.775301,265.6013
20200224T1300,15.730529,63.0,20.188908,273.0665
20200224T1400,16.350529,58.0,23.042812,270.89517
20200224T1500,16.62053,55.0,22.682856,269.09064
20200224T1600,16.680529,54.0,23.110207,265.53284
20200224T1700,16.14053,53.0,20.633371,263.991
20200224T1800,14.910529,56.0,14.05845,256.67548
20200224T1900,13.530529,59.0,13.0447235,242.02054
20200224T2000,12.750529,57.0,14.512064,240.25513
20200224T2100,12.580529,52.0,15.379206,237.42595
20200224T2200,12.570529,50.0,16.981165,237.99463
20200224T2300,12.500529,56.0,17.917007,247.55725
20200225T0000,12.070529,63.0,18.64369,259.992
20200225T0100,11.220529,67.0,21.38897,263.23383
20200225T0200,10.380529,59.0,22.963936,260.98068
20200225T0300,9.690529,56.0,22.314192,259.77783
20200225T0400,9.270529,54.0,19.9954,256.46414
20200225T0500,8.820529,56.0,17.873554,251.2001
20200225T0600,8.330529,56.0,15.484185,252.40758
20200225T0700,7.8405285,57.0,14.869351,263.04706
20200225T0800,8.020529,61.0,17.81909,261.8699
20200225T0900,8.760529,64.0,27.359999,270.0
20200225T1000,8.830529,68.0,29.888672,260.99152
20200225T1100,9.700529,64.0,29.888672,260.99152
20200225T1200,9.570529,65.0,28.66694,262.78574
20200225T1300,10.780529,67.0,30.821552,247.32866
20200225T1400,11.060529,66.0,26.64,251.07536
20200225T1500,11.040529,65.0,26.758923,250.34618
20200225T1600,10.810529,67.0,23.441502,259.38034
20200225T1700,9.970529,75.0,19.44,270.0
20200225T1800,9.0505295,83.0,17.339897,274.76364
20200225T1900,8.590529,81.0,20.570463,274.0142
20200225T2000,8.290529,73.0,26.649727,268.45184
20200225T2100,7.3905287,76.0,28.981676,263.5812
20200225T2200,6.5005283,75.0,28.988384,255.61862
20200225T2300,6.3005285,76.0,28.916763,251.11392
20200226T0000,5.9705286,74.0,32.489876,254.57785
20200226T0100,5.3005285,76.0,30.035742,256.1303
20200226T0200,4.9505286,76.0,29.834423,250.25317
20200226T0300,4.8905287,77.0,32.48788,257.19574
20200226T0400,2.5005286,89.0,25.56,270.0
20200226T0500,2.8505285,79.0,30.993471,267.337
20200226T0600,2.4705286,81.0,29.601109,256.63977
20200226T0700,2.4005284,82.0,30.886656,248.81866
20200226T0800,2.5805285,81.0,34.936695,243.69897
20200226T0900,2.0005286,89.0,41.62478,264.04288
20200226T1000,3.3305285,74.0,42.021423,276.3944
20200226T1100,3.7905285,70.0,39.966484,277.76517
20200226T1200,4.2705283,67.0,38.292225,279.19666
20200226T1300,3.2305286,79.0,33.847656,271.21887
20200226T1400,3.1105285,81.0,36.359997,281.4212
20200226T1500,3.5205286,69.0,39.001472,293.9625
20200226T1600,3.3205285,70.0,44.41297,286.96616
20200226T1700,3.3305285,72.0,45.79222,286.44037
20200226T1800,2.6505284,77.0,40.42593,283.9125
20200226T1900,2.2005286,82.0,37.77256,280.98865
20200226T2000,1.9805287,86.0,37.705597,280.45166
20200226T2100,1.7805287,89.0,32.136932,279.67337
20200226T2200,1.4805287,89.0,32.97293,280.6965
20200226T2300,1.2405287,89.0,32.6411,276.96826
20200227T0000,1.2005286,89.0,31.780067,274.54803
20200227T0100,1.1505287,89.0,31.698402,271.9525
20200227T0200,1.1205287,89.0,32.760002,270.0
20200227T0300,0.8205287,89.0,33.857227,268.17203
20200227T0400,0.60052866,87.0,33.40055,262.5686
20200227T0500,0.9505287,85.0,30.302078,256.95438
20200227T0600,1.2805287,81.0,25.959969,250.55997
20200227T0700,1.6705287,75.0,21.120682,240.37625
20200227T0800,2.3905284,70.0,20.883102,234.11786
20200227T0900,3.4505286,70.0,24.216522,221.98721
20200227T1000,4.5205283,63.0,36.17955,227.41951
20200227T1100,4.3105288,58.0,39.966484,225.36493
20200227T1200,4.9305286,50.0,42.771877,216.09828
20200227T1300,4.4105287,64.0,31.355152,192.60016
20200227T1400,5.4205284,64.0,35.951363,214.80402
20200227T1500,6.7605286,63.0,46.666885,231.89243
20200227T1600,9.260529,63.0,49.576847,238.9649
20200227T1700,9.840529,67.0,52.708965,246.23618
20200227T1800,8.740529,73.0,53.183826,257.0926
20200227T1900,6.290529,76.0,53.78477,283.94324
20200227T2000,3.8605285,75.0,50.29704,283.2405
20200227T2100,3.3305285,79.0,45.754005,284.58295
20200227T2200,2.9705286,80.0,41.47506,283.55377
20200227T2300,2.6305285,83.0,36.860905,282.4074
20200228T0000,2.4705286,84.0,35.188046,283.60974
20200228T0100,1.9805287,85.0,29.601109,283.36023
20200228T0200,2.0605285,83.0,32.491867,279.56668
20200228T0300,0.85052866,88.0,31.869658,283.7223
20200228T0400,0.61052865,89.0,28.71437,277.92694
20200228T0500,0.110528655,93.0,27.362366,270.75385
20200228T0600,0.09052865,93.0,22.392462,265.38934
20200228T0700,0.47052866,89.0,16.676977,256.26373
20200228T0800,1.0205287,86.0,12.979984,250.55997
20200228T0900,2.6905286,76.0,13.202726,258.99646
20200228T1000,4.3305287,65.0,12.261158,266.63354
20200228T1100,5.8905287,54.0,14.764389,268.60284
20200228T1200,6.9705286,45.0,14.471821,264.28943
20200228T1300,8.070529,36.0,11.792404,211.26373
20200228T1400,8.720529,34.0,12.10157,210.37914
20200228T1500,9.280529,34.0,13.1041975,200.9245
20200228T1600,9.750529,32.0,14.386494,211.70143
20200228T1700,9.540529,31.0,14.81259,205.94229
20200228T1800,8.510529,36.0,13.32,198.92465
20200228T1900,7.3105288,37.0,12.682018,186.5198
20200228T2000,7.6005287,30.0,12.096214,216.52885
20200228T2100,8.080529,43.0,13.779114,213.27489
20200228T2200,8.070529,37.0,16.418526,217.87498
20200228T2300,7.8705287,38.0,17.673029,213.36636
20200229T0000,8.160529,43.0,14.186923,215.7067
20200229T0100,8.500529,51.0,6.725354,195.52411
20200229T0200,8.670529,49.0,6.696387,143.74615
20200229T0300,8.350529,49.0,3.8268526,138.81407
20200229T0400,7.7605286,57.0,6.439876,116.56505
20200229T0500,8.570529,54.0,6.489992,146.30994
20200229T0600,9.660529,46.0,6.849467,183.01279
20200229T0700,9.750529,43.0,10.799999,143.1301
20200229T0800,9.990529,48.0,12.57426,166.75948
20200229T0900,11.380529,48.0,33.851486,212.84506
20200229T1000,12.580529,48.0,50.3228,213.91743
20200229T1100,13.460529,48.0,57.217354,214.48996
20200229T1200,14.090529,47.0,58.89604,216.79987
20200229T1300,14.540529,47.0,49.986874,221.49648
20200229T1400,14.240529,50.0,47.481804,220.69553
20200229T1500,13.610529,52.0,43.039196,223.30536
20200229T1600,13.810529,52.0,46.58489,224.68692
20200229T1700,13.000529,57.0,44.565907,226.63658
20200229T1800,13.040529,58.0,38.46613,238.39252
